Item Name,Item Category,Pack,Period,Quantity Used,PSU Semester
$$ SPECIAL K CHOC PB PROTEIN BAR,Food,* 6 BX/CS,04/01/25-04/30/25,6,Spring Semester
$$ SPECIAL K STRAWB PROTEIN BAR,Food,* 6 BX/CS,04/01/25-04/30/25,18,Spring Semester
$$ SPICE DIPPING SEASONING,Food,12 EA/CS,04/01/25-04/30/25,0,Spring Semester
$$ SPICE PIZZA VARIETY,Food,12 EA/CS,04/01/25-04/30/25,0,Spring Semester
$$ STACY'S PARM GARLIC HERB 7.33OZ,Food,12 EA/CS,04/01/25-04/30/25,15,Spring Semester
$$ STACY'S SIMPLY NAKED 7.33OZ,Food,12 EA/CS,04/01/25-04/30/25,25,Spring Semester
$$ TONY'S DARK CHOC PRETZEL & TOFFEE,Food,15 EA/CS,04/01/25-04/30/25,10,Spring Semester
$$ TONY'S MILK CHOC CARAMEL SEA SALT,Food,15 EA/CS,04/01/25-04/30/25,13,Spring Semester
$$ TORTELLINI 3 CHEESE DELALLO,Food,12 EA/CS,04/01/25-04/30/25,0,Spring Semester
$$ UMBRELLA CLASSIC AUTO OPEN,Food,EACH,04/01/25-04/30/25,114,Spring Semester
$$ UMBRELLA GOLF PSU LOGOED,Food,EACH,04/01/25-04/30/25,39,Spring Semester
$$ UMBRELLA PSU LOGOED,Food,EACH,04/01/25-04/30/25,90,Spring Semester
$$ UMBRELLA SUPER MINI,Food,EACH,04/01/25-04/30/25,210,Spring Semester
$$ VASELINE LIP THERAPY COCOA BUTTER,Food,* 4 BX/CS,04/01/25-04/30/25,2,Spring Semester
$$ WALKING TACO DORITOS NACHO,Food,18-2.5 OZ/CS,04/01/25-04/30/25,358,Spring Semester
$$ WALKING TACO FRITOS SCOOPS,Food,18-3.5 OZ/CS,04/01/25-04/30/25,13,Spring Semester
$$ WALKING TACO TOSTITOS SALSA VERDE,Food,18 EA/CS,04/01/25-04/30/25,89,Spring Semester
$$ WRAP SR BUTTER CHIX BURRITO,Supply,12 EA/CS,04/01/25-04/30/25,0,Spring Semester
$$ WRAP SR CHIX TIKKA MASAL BURRITO,Supply,12 EA/CS,04/01/25-04/30/25,0,Spring Semester
$$ WRAP SR SAMOSA CHICKPEA BURRITO,Supply,12 EA/CS,04/01/25-04/30/25,0,Spring Semester
$$ YOG CHOB BLUEB,Food,12 EA/CS,04/01/25-04/30/25,31,Spring Semester
$$ YOG CHOB FLIP COOKIE DOUGH,Food,12 EA/CS,04/01/25-04/30/25,65,Spring Semester
$$ YOG CHOB FLIP COOKIES & CREAM,Food,12 EA/CS,04/01/25-04/30/25,53,Spring Semester
$$ YOG CHOB FLIP STRAWB CHEESECAKE,Food,12 EA/CS,04/01/25-04/30/25,40,Spring Semester
$$ YOG CHOB MIXED BERRY,Food,12 EA/CS,04/01/25-04/30/25,86,Spring Semester
$$ YOG CHOB NON FAT PLAIN,Food,12 EA/CS,04/01/25-04/30/25,55,Spring Semester
$$ YOG CHOB PEACH,Food,12 EA/CS,04/01/25-04/30/25,88,Spring Semester
$$ YOG CHOB PROTEIN STRAWB KIWI,Food,12 EA/CS,04/01/25-04/30/25,0,Spring Semester
$$ YOG CHOB PROTEIN VANILLA,Food,12 EA/CS,04/01/25-04/30/25,0,Spring Semester
$$ YOG CHOB STRAWB,Food,12 EA/CS,04/01/25-04/30/25,132,Spring Semester
$$ YOG CHOB STRAWB/BAN,Food,12 EA/CS,04/01/25-04/30/25,69,Spring Semester
$$ YOG CHOB VANILLA,Food,12 EA/CS,04/01/25-04/30/25,123,Spring Semester
$$ YOG OIKOS BLUEBERRY 5.3OZ,Food,12 EA/CS,04/01/25-04/30/25,7,Spring Semester
$$ YOG OIKOS TRIP ZERO MIXED BERRY,Food,12 EA/CS,04/01/25-04/30/25,121,Spring Semester
$$ YOG OIKOS TRIP ZERO STRAWB 5.3OZ,Food,12 EA/CS,04/01/25-04/30/25,167,Spring Semester
$$ YOG OIKOS VANILLA 5.3OZ,Food,12 EA/CS,04/01/25-04/30/25,52,Spring Semester
$$ YOG SILK ND BLUEBERRY,Food,8 EA/CS,04/01/25-04/30/25,8,Spring Semester
$$ YOG SILK ND STRAWBERRY,Food,8 EA/CS,04/01/25-04/30/25,54,Spring Semester
$$ YOG SILK ND VANILLA,Food,8 EA/CS,04/01/25-04/30/25,46,Spring Semester
$$ YOG SO DELICIOUS ND RASPBERRY,Food,12 EA/CS,04/01/25-04/30/25,11,Spring Semester
$$ YP TOPOKKI RICE CAKE W/SAUCE,Food,30 EA/CS,04/01/25-04/30/25,4,Spring Semester
ADAPTER CONDIMENT DISPENSER CO2,Food,EACH,04/01/25-04/30/25,0,Spring Semester
ADV AB FOAM SOAP,Supply,6-750 ML/CS,04/01/25-04/30/25,7,Spring Semester
APP CHIX SKEWER HALAL FIRE GRLD,Food,80 EA/CS,04/01/25-04/30/25,118,Spring Semester
APP MACARONI & CHEESE BITES,Food,6-3#/CASE,04/01/25-04/30/25,42,Spring Semester
APP PAKORA VEG,Food,2-4#/CS,04/01/25-04/30/25,3,Spring Semester
APP PICKLE CHIP FRIED,Food,6-2#/CS,04/01/25-04/30/25,9,Spring Semester
APP POTSTICKER PORK STEAMED,Food,120 EA/CS,04/01/25-04/30/25,127,Spring Semester
APP SAMOSA VEG,Food,2-4#/CS,04/01/25-04/30/25,3,Spring Semester
APP SHLFSH CRAB RANGOON,Food,120 EA/CS,04/01/25-04/30/25,104,Spring Semester
BAG 6 X 2 X 8 ARTISAN,Supply,1000 EA/CS,04/01/25-04/30/25,47,Spring Semester
BAG GROCERY PAPER 10LB,Supply,500/BDL,04/01/25-04/30/25,109,Spring Semester
BAG GROCERY PAPER 20LB,Supply,500 EA/CS,04/01/25-04/30/25,144,Spring Semester
BAG GROCERY PAPER 52 LB,Supply,500 EA/BDL,04/01/25-04/30/25,0,Spring Semester
BAG GROCERY PAPER 57LB,Supply,500 EA/CS,04/01/25-04/30/25,16,Spring Semester
BAG KRAFT WINDOW 5 X 7,Supply,500 EA/CS,04/01/25-04/30/25,0,Spring Semester
BAG KRAFT WINDOW 6.5X8.5,Supply,500 EA/CS,04/01/25-04/30/25,7,Spring Semester
BAG POLY 12 X 8 X 30,Supply,500/CASE,04/01/25-04/30/25,0,Spring Semester
BAG POLY 22 X 14 X 58,Supply,200/CASE,04/01/25-04/30/25,1,Spring Semester
BAG POLY 23 X 10 X 39 GARBAGE,Supply,250/CASE,04/01/25-04/30/25,7,Spring Semester
BAG POLY COVER RACK,Supply,50/CASE,04/01/25-04/30/25,8,Spring Semester
BAG SAND OPEN 2 SIDES 7X7,Supply,2000/CS,04/01/25-04/30/25,5,Spring Semester
BAGEL EVERYTHING MINI,Supply,72 EA/CS,04/01/25-04/30/25,47,Spring Semester
BAGEL GF PLAIN,Supply,6-4PK/CS,04/01/25-04/30/25,4,Spring Semester
BAGEL PAR BKD BLUEBERRY,Supply,48 CT,04/01/25-04/30/25,117,Spring Semester
BAGEL PAR BKD CINN RAISIN,Supply,48 CT,04/01/25-04/30/25,57,Spring Semester
BAGEL PAR BKD EVERYTHING,Supply,48 CT,04/01/25-04/30/25,149,Spring Semester
BAGEL PAR BKD PLAIN,Supply,48 CT,04/01/25-04/30/25,244,Spring Semester
BAGEL PAR BKD WW,Supply,48 CT,04/01/25-04/30/25,17,Spring Semester
BAGEL PLAIN MINI,Supply,72 EA/CS,04/01/25-04/30/25,62,Spring Semester
BAGEL PLAIN SLCD 3OZ,Supply,12-6/EA PKG,04/01/25-04/30/25,85,Spring Semester
BAKEA BAKING SODA,Food,12/2 LB CS,04/01/25-04/30/25,2,Spring Semester
BAKEA CHOC CHIP WHIT,Food,25 LB/CS,04/01/25-04/30/25,3,Spring Semester
BAKEA CHOC DROPS 4000-5000CT,Food,25 LB/CS,04/01/25-04/30/25,33,Spring Semester
BAKEA CHOC MORSELS SEMI SWT 900CT,Food,50 LB/CS,04/01/25-04/30/25,0,Spring Semester
BAKEA CORN SYRUP LT CRYSTAL,Food,4 GAL/CS,04/01/25-04/30/25,4,Spring Semester
BAKEA CROISSANT RAW PLAIN,Food,60 EA/CS,04/01/25-04/30/25,157,Spring Semester
BAKEA CRUMBS GRAHAM CRACKER,Food,25#/CS,04/01/25-04/30/25,5,Spring Semester
BAKEA DANISH ROUND PLN 1.4 OZ,Food,216 EA/CS,04/01/25-04/30/25,2,Spring Semester
BAKEA DANISH SNAIL PLN P&B,Food,120 EA/CS,04/01/25-04/30/25,14,Spring Semester
BAKEA DANISH STRAWBERRY CHEESECAKE,Food,84 EA/CS,04/01/25-04/30/25,0,Spring Semester
BAKEA DONUT CAKE APPLE CIDER,Food,96 EA/CS,04/01/25-04/30/25,0,Spring Semester
BAKEA DONUT CHOC CAKE 3 OZ,Food,100 EA/CS,04/01/25-04/30/25,16,Spring Semester
BAKEA DONUT FRIED RING RSD,Food,90 EA/CS,04/01/25-04/30/25,122,Spring Semester
BAKEA DONUT FRITTER APPLE,Food,96 EA/CS,04/01/25-04/30/25,0,Spring Semester
BAKEA DOUGH BREAD ITALIAN,Food,30 EA/CS,04/01/25-04/30/25,24,Spring Semester
BAKEA EGG FZN WHL FORTIFIED,Food,30# PAIL,04/01/25-04/30/25,40,Spring Semester
BAKEA FLOUR CAKE,Food,50 LB/BAG,04/01/25-04/30/25,8,Spring Semester
BAKEA FLOUR PASTRY,Food,50 LB/BAG,04/01/25-04/30/25,50,Spring Semester
BAKEA FLOUR WW,Food,50 LB/BAG,04/01/25-04/30/25,3,Spring Semester
BAKEA GRAIN BULGHUR,Food,LB,04/01/25-04/30/25,150,Spring Semester
BAKEA INVERT SUGAR,Food,50#/PAIL,04/01/25-04/30/25,1,Spring Semester
BAKEA LEAVENING YEAST INSTANT,Food,16 OZ,04/01/25-04/30/25,40,Spring Semester
BAKEA MILK DRIED NONFAT,Food,50LB/BAG,04/01/25-04/30/25,2,Spring Semester
BAKEA MIX CAKE CHOC,Food,50 LB/BAG,04/01/25-04/30/25,9,Spring Semester
BAKEA MIX CAKE WHIT,Food,50 LB/BAG,04/01/25-04/30/25,16,Spring Semester
BAKEA MIX MUFFIN / POUND CAKE,Food,50 LB/BAG,04/01/25-04/30/25,28,Spring Semester
BAKEA MIX SUNFLOWER SEED,Food,25#/CASE,04/01/25-04/30/25,4,Spring Semester
BAKEA MOLASSES DARK KOSHER,Food,4 GAL/CS,04/01/25-04/30/25,5,Spring Semester
BAKEA NUT CASHEW RAW NO SALT PCS LG,Food,LB,04/01/25-04/30/25,0,Spring Semester
BAKEA NUT PEANUT CHOPPED,Food,25 #,04/01/25-04/30/25,6,Spring Semester
BAKEA NUT PECAN PCS MED,Food,30 LB/CASE,04/01/25-04/30/25,2,Spring Semester
BAKEA NUT WALNUT PCS LT AMBER,Food,30#/CASE,04/01/25-04/30/25,5,Spring Semester
BAKEA OIL COATING SPRAYMATE,Food,35#/PAIL,04/01/25-04/30/25,1,Spring Semester
BAKEA PEANUT BUTTER CRMY,Food,35 LB/PAIL,04/01/25-04/30/25,2,Spring Semester
BAKEA PEANUT BUTTER CRUNCHY,Food,35 LB/PAIL,04/01/25-04/30/25,4,Spring Semester
BAKEA PUDDING INSTANT VAN,Food,12-28OZ/CASE,04/01/25-04/30/25,0,Spring Semester
BAKEA SHORT SOLID AP,Food,50 LB/BOX,04/01/25-04/30/25,12,Spring Semester
BAKEA SHORT SOLID ICING TFF,Food,50#/CS,04/01/25-04/30/25,6,Spring Semester
BAKEA SPICE CINNAMON BULK,Food,LB,04/01/25-04/30/25,50,Spring Semester
BAKEA SPRINKLES BLUE,Food,6#/BOX,04/01/25-04/30/25,8,Spring Semester
BAKEA SPRINKLES CHOCOLATE,Food,24#/CASE,04/01/25-04/30/25,1,Spring Semester
BAKEA SPRINKLES RAINBOW MIX,Food,6#/BOX,04/01/25-04/30/25,10,Spring Semester
BAKEA SPRINKLES WHITE,Food,6 LB/BOX,04/01/25-04/30/25,8,Spring Semester
BAKEA SUGAR CONFECTIONERS 6X,Food,50 LB/BAG,04/01/25-04/30/25,50,Spring Semester
BAKEA VEG PUMPKIN,Food,6/10 CN,04/01/25-04/30/25,2,Spring Semester
BAKEB ASCORBIC ACID,Food,5 LB/CS,04/01/25-04/30/25,0,Spring Semester
BAKEB BOX COOKIE TIN 4X4X5,Food,25 EA/BNDL,04/01/25-04/30/25,0,Spring Semester
"BAKEB CAKE CIRCLES 9"" WHIT/CORR",Food,250 EA/CASE,04/01/25-04/30/25,6,Spring Semester
"BAKEB CAKE CIRCLES GOLD 12""",Food,100/CASE,04/01/25-04/30/25,0,Spring Semester
BAKEB CHOC CHUNK MILK,Food,50#/CS,04/01/25-04/30/25,0,Spring Semester
BAKEB CHOC CHUNK WHIT,Food,50#/CS,04/01/25-04/30/25,0,Spring Semester
BAKEB CHOC COATING COOKIE,Food,10#/CASE,04/01/25-04/30/25,0,Spring Semester
BAKEB CHOC COUVER SEMI SWT,Food,11#/CNTR,04/01/25-04/30/25,0,Spring Semester
BAKEB CHOC DROPS 10000CT,Food,50#/CASE,04/01/25-04/30/25,2,Spring Semester
BAKEB CNTR CUPCAKE MINI 1 DOZEN,Supply,350 EA/CS,04/01/25-04/30/25,0,Spring Semester
BAKEB CNTR CUPCAKE REG 1 DOZ,Supply,250 EA/CS,04/01/25-04/30/25,0,Spring Semester
BAKEB CNTR CUPCAKE REG 4 PACK,Supply,225 EA/CS,04/01/25-04/30/25,3,Spring Semester
BAKEB CNTR CUPCAKE SINGLE,Supply,270 EA/CS,04/01/25-04/30/25,0,Spring Semester
BAKEB CNTR HINGED 2 CAVITY SLANT,Food,216 EA/CS,04/01/25-04/30/25,0,Spring Semester
BAKEB COCOA BRK POWDER,Food,50#/CRTN,04/01/25-04/30/25,5,Spring Semester
BAKEB CREAM PISTACHIO,Food,6 KG CNTR,04/01/25-04/30/25,0,Spring Semester
BAKEB CROISSANT BACON EGG RTB,Food,45 EA/CS,04/01/25-04/30/25,40,Spring Semester
BAKEB CUP MUFFIN PAPER LG WHITE,Supply,500 EA/SLV,04/01/25-04/30/25,0,Spring Semester
BAKEB CUP MUFFIN PAPER SM,Supply,500/TUBE,04/01/25-04/30/25,0,Spring Semester
BAKEB CUP MUFFIN TULIP,Supply,5000/CS,04/01/25-04/30/25,0,Spring Semester
BAKEB EMULSION ORANGE,Food,GALLON,04/01/25-04/30/25,0,Spring Semester
BAKEB EXTRACT RUM FLAV,Food,GALLON,04/01/25-04/30/25,0,Spring Semester
BAKEB FILL DANISH APL BL RASP,Food,40 LB/PAIL,04/01/25-04/30/25,8,Spring Semester
BAKEB FILL DANISH APPLE,Food,38LB/PAIL,04/01/25-04/30/25,1,Spring Semester
BAKEB FILL DANISH STRAWB,Food,12-2LB/CS,04/01/25-04/30/25,5,Spring Semester
BAKEB FILL PIE BLUEBERRY,Food,42#/CS,04/01/25-04/30/25,3,Spring Semester
BAKEB FILL PIE CHERRY,Food,20#/PAIL,04/01/25-04/30/25,0,Spring Semester
BAKEB FILL PIE LEMON,Food,40#/PAIL,04/01/25-04/30/25,0,Spring Semester
BAKEB FILL PIE PEACH,Food,20 LB/CS,04/01/25-04/30/25,0,Spring Semester
BAKEB FLOUR RYE MED,Food,50 LB/BAG,04/01/25-04/30/25,1,Spring Semester
BAKEB FLOUR SEMOLINA,Food,50#/BAG,04/01/25-04/30/25,2,Spring Semester
BAKEB FLOUR WHET CRACKED,Food,50#/BAG,04/01/25-04/30/25,0,Spring Semester
BAKEB FOOD COLOR SPRAY GLITTER BLUE,Food,1 OZ BTL,04/01/25-04/30/25,0,Spring Semester
BAKEB FOOD SPRAY GLITTER LIGHT BLUE,Food,1 OZ BTL,04/01/25-04/30/25,0,Spring Semester
BAKEB FRU BANANAS MASHED,Food,45 LB/CS,04/01/25-04/30/25,0,Spring Semester
BAKEB FRU FZN APPLE IQF,Food,40#/CS,04/01/25-04/30/25,0,Spring Semester
BAKEB GARNISH LADY FINGERS,Food,12-12 EA/CS,04/01/25-04/30/25,0,Spring Semester
BAKEB GLZ DONUT GLAZE N SHINE,Food,40 LB/PAIL,04/01/25-04/30/25,5,Spring Semester
BAKEB KATAIFI RAW,Food,10 LB/CASE,04/01/25-04/30/25,0,Spring Semester
BAKEB KATAIFI TOASTED,Food,9 LB/CS,04/01/25-04/30/25,0,Spring Semester
BAKEB KISSES MINI UW,Food,25 LB/CS,04/01/25-04/30/25,0,Spring Semester
BAKEB KIT KAT PIECES BULK,Food,4-2.5 LB/CS,04/01/25-04/30/25,0,Spring Semester
BAKEB NUT ALMOND SLCD,Food,5 LB/CS,04/01/25-04/30/25,4,Spring Semester
BAKEB NUT ALMOND SLIVERED,Food,5#/CS,04/01/25-04/30/25,0,Spring Semester
BAKEB OREO CRUNCH PIECES FILLING,Food,25#/CS,04/01/25-04/30/25,0,Spring Semester
BAKEB OREO GROUNDS CAKE BASE,Food,35#/CS,04/01/25-04/30/25,0,Spring Semester
"BAKEB PIE PLATE ALUM 9""",Supply,400/CS,04/01/25-04/30/25,0,Spring Semester
"BAKEB PIE SHELL GRAHAM 9""",Food,12 EA/CS,04/01/25-04/30/25,0,Spring Semester
"BAKEB PKG CAKE 10"" LAYER",Food,80 EA/CS,04/01/25-04/30/25,0,Spring Semester
BAKEB POWDER MATCHA CULINARY 3.5OZ,Food,6 CNTR/CS,04/01/25-04/30/25,0,Spring Semester
BAKEB PUDDING INSTANT CHOC,Food,12-28 OZ/CS,04/01/25-04/30/25,0,Spring Semester
BAKEB SEED CARAWAY,Food,5 LB/BAG,04/01/25-04/30/25,0,Spring Semester
BAKEB SEED POPPY,Food,50 LB/BG,04/01/25-04/30/25,0,Spring Semester
BAKEB SEED PUMPKIN,Food,12#/CS,04/01/25-04/30/25,0,Spring Semester
BAKEB SEED SESAME DARK,Food,50#/BG,04/01/25-04/30/25,2,Spring Semester
BAKEB SMEAR CARAMEL STICKY,Food,45#/PAIL,04/01/25-04/30/25,2,Spring Semester
BAKEB SPICE CRM OF TARTAR,Food,6-25OZ/CS,04/01/25-04/30/25,0,Spring Semester
BAKEB TOFFEE PIECES,Food,6-5#/CASE,04/01/25-04/30/25,0,Spring Semester
BAKEB WHIT CHOC COUVERTURE,Food,22# /CNTR,04/01/25-04/30/25,0,Spring Semester
BAKEC BRN KRAFT PAPER LINER,Supply,ROLL,04/01/25-04/30/25,0,Spring Semester
BAKEC CAROB DROPS,Food,25 LB/CS,04/01/25-04/30/25,2,Spring Semester
BAKEC CHIP CINNAMON 5000CT,Food,50#/CS,04/01/25-04/30/25,0,Spring Semester
BAKEC CHOC UNSWT LIQUOR,Food,50#/CS,04/01/25-04/30/25,2,Spring Semester
BAKEC CNTR 8 OZ SAFESEAL,Food,200 EA/CS,04/01/25-04/30/25,0,Spring Semester
BAKEC COCOA DUTCH BL PEARL,Food,25#/BG,04/01/25-04/30/25,0,Spring Semester
BAKEC CONDITIONER,Food,50 LB/CS,04/01/25-04/30/25,0,Spring Semester
BAKEC CORN SYRUP 42%,Food,5 GAL PAIL,04/01/25-04/30/25,0,Spring Semester
BAKEC CORN SYRUP DARK,Food,4 GAL/CS,04/01/25-04/30/25,0,Spring Semester
BAKEC CREAM BAVARIAN RTU,Food,38 LB/TUB,04/01/25-04/30/25,0,Spring Semester
BAKEC CRINKLE PAPER ROYAL BLUE,Supply,10 LB/CS,04/01/25-04/30/25,0,Spring Semester
"BAKEC CUP PASTRY 2"" SQUARE",Supply,1000 EA/CS,04/01/25-04/30/25,0,Spring Semester
"BAKEC CUP PASTRY 2.5"" ROUND",Supply,1000 EA/CS,04/01/25-04/30/25,0,Spring Semester
"BAKEC CUP PASTRY 2.75"" ROUND",Supply,1000 EA/CS,04/01/25-04/30/25,0,Spring Semester
"BAKEC CUP PASTRY PETITE 1.2"" ROUND",Supply,1000 EA/CS,04/01/25-04/30/25,0,Spring Semester
BAKEC DOUGH PIE ROUND,Food,48 EA/CS,04/01/25-04/30/25,0,Spring Semester
BAKEC EMULSION LEMON,Food,GAL,04/01/25-04/30/25,0,Spring Semester
"BAKEC EXTENDER BUN PAN FULL 3""",Food,EACH,04/01/25-04/30/25,0,Spring Semester
BAKEC FILL PIE STRAWBERRY RHUBARB,Food,20# PAIL,04/01/25-04/30/25,0,Spring Semester
BAKEC FLOUR ALMOND,Food,25#/BG,04/01/25-04/30/25,2,Spring Semester
BAKEC FLOUR FLAX MEAL,Food,25#/BAG,04/01/25-04/30/25,0,Spring Semester
BAKEC FLOUR MALT DIASTATIC,Food,50 LB/BAG,04/01/25-04/30/25,0,Spring Semester
BAKEC FLOUR WHET GERM,Food,25#/BAG,04/01/25-04/30/25,10,Spring Semester
BAKEC FLOUR WHIT WW,Food,50# BAG,04/01/25-04/30/25,0,Spring Semester
BAKEC FOOD COLOR CARAMEL,Food,GAL,04/01/25-04/30/25,0,Spring Semester
BAKEC FOOD COLOR SPRAY BLUE,Food,1.5 OZ/CAN,04/01/25-04/30/25,0,Spring Semester
BAKEC FOOD COLOR SPRAY GOLD,Food,400 ML/CAN,04/01/25-04/30/25,0,Spring Semester
BAKEC GINGERBREAD HOUSE KIT,Food,EACH,04/01/25-04/30/25,0,Spring Semester
BAKEC GLAZE NEUTRAL,Food,26.44 LB/CS,04/01/25-04/30/25,0,Spring Semester
BAKEC ICING FONDANT BLACK,Food,5 LB/TUB,04/01/25-04/30/25,0,Spring Semester
BAKEC ICING FONDANT BLUE,Food,5 LB/TUB,04/01/25-04/30/25,0,Spring Semester
BAKEC ICING FONDANT BURGUNDY,Food,2 LB/TUB,04/01/25-04/30/25,0,Spring Semester
BAKEC ICING FONDANT CHOCOLATE,Food,2 LB/TUB,04/01/25-04/30/25,0,Spring Semester
BAKEC ICING FONDANT GREEN,Food,5 LB/TUB,04/01/25-04/30/25,0,Spring Semester
BAKEC ICING FONDANT NAVY,Food,5 LB/TUB,04/01/25-04/30/25,0,Spring Semester
BAKEC ICING FONDANT ORANGE,Food,5 LB/TUB,04/01/25-04/30/25,0,Spring Semester
BAKEC ICING FONDANT PINK,Food,5 LB/TUB,04/01/25-04/30/25,0,Spring Semester
BAKEC ICING FONDANT PURPLE,Food,5 LB/TUB,04/01/25-04/30/25,0,Spring Semester
BAKEC ICING FONDANT RED,Food,5 LB/TUB,04/01/25-04/30/25,0,Spring Semester
BAKEC ICING FONDANT WHITE,Food,20 LB/TUB,04/01/25-04/30/25,0,Spring Semester
BAKEC ICING FONDANT YELLOW,Food,5 LB/TUB,04/01/25-04/30/25,0,Spring Semester
BAKEC ICING IMAGES DAMPER,Food,EACH,04/01/25-04/30/25,0,Spring Semester
BAKEC ICING IMAGES TEMPLATE PAPER,Supply,50 EA/CS,04/01/25-04/30/25,0,Spring Semester
BAKEC ICING WHIT N GLOSSY RTU,Food,43 LB/PAIL,04/01/25-04/30/25,15,Spring Semester
BAKEC ICING WHITE ROLL,Food,45#/PAIL,04/01/25-04/30/25,0,Spring Semester
BAKEC ICING WRAP,Supply,23#/PAIL,04/01/25-04/30/25,0,Spring Semester
BAKEC MARSHMALLOW ASST COLOR,Food,40 LB/CS,04/01/25-04/30/25,0,Spring Semester
BAKEC MIX CAKE RED VELV,Food,50 LB/BAG,04/01/25-04/30/25,0,Spring Semester
BAKEC NBUT MACADAMIA,Food,25#/CASE,04/01/25-04/30/25,0,Spring Semester
BAKEC NUT ALMOND WHL,Food,25#/CS,04/01/25-04/30/25,0,Spring Semester
BAKEC NUT COCONUT MACAROON,Food,25 LB/BG,04/01/25-04/30/25,0,Spring Semester
BAKEC NUT FILBERT/HAZELNUT,Food,25 LB/CS,04/01/25-04/30/25,0,Spring Semester
BAKEC NUT PECAN HALVES,Food,30#/CASE,04/01/25-04/30/25,0,Spring Semester
BAKEC PAN ALUM DISP LOAF 2 LB,Food,500 EA/CS,04/01/25-04/30/25,0,Spring Semester
BAKEC PASTRY CREAM HORN SHELL,Food,112 EA/CS,04/01/25-04/30/25,0,Spring Semester
"BAKEC PKG CAKE 10"" 1 LAYER",Food,80 EA/CS,04/01/25-04/30/25,0,Spring Semester
"BAKEC PKG CAKE 8"" LAYER",Food,25 EA/CS,04/01/25-04/30/25,4,Spring Semester
BAKEC PUREE PRFCT BANANA,Food,6-30 OZ/CS,04/01/25-04/30/25,0,Spring Semester
BAKEC PUREE PRFCT RASP,Food,6-30 OZ/CS,04/01/25-04/30/25,0,Spring Semester
BAKEC QUINS BRIGHT,Food,5 LB/BOX,04/01/25-04/30/25,0,Spring Semester
BAKEC QUINS GOLD,Food,1 LB/JAR,04/01/25-04/30/25,0,Spring Semester
BAKEC QUINS GOLD SHIMMER CONFETTI,Food,10 LB/CS,04/01/25-04/30/25,0,Spring Semester
BAKEC QUINS PASTEL,Food,5 LB/BOX,04/01/25-04/30/25,0,Spring Semester
BAKEC QUINS RAINBOW STAR,Food,5 LB/BOX,04/01/25-04/30/25,0,Spring Semester
BAKEC QUINS XMAS,Food,5 LB/BOX,04/01/25-04/30/25,0,Spring Semester
BAKEC READY ICE CHOCOLATE,Food,40 LB/PAIL,04/01/25-04/30/25,10,Spring Semester
BAKEC SAUCE DULCE DE LECHE RTU,Food,12-15 OZ/CS,04/01/25-04/30/25,6,Spring Semester
BAKEC SEED FLAX,Food,25#/BAG,04/01/25-04/30/25,0,Spring Semester
BAKEC SPRINKLES BLUE WHITE NAVY MIX,Food,30 LB/CS,04/01/25-04/30/25,0,Spring Semester
BAKEC SPRINKLES NAVY BLUE,Food,6 LB/BOX,04/01/25-04/30/25,0,Spring Semester
BAKEC SPRINKLES STARRY EYE MIX VEGAN,Food,4.4 OZ JAR,04/01/25-04/30/25,0,Spring Semester
BAKEC SUGAR COARSE BLUE AA,Food,8 LB/BOX,04/01/25-04/30/25,0,Spring Semester
BAKEC SUGAR DONUT,Food,50 LB/BAG,04/01/25-04/30/25,0,Spring Semester
BAKEC SUGAR EXTRA COARSE,Food,4-8LB/CS,04/01/25-04/30/25,2,Spring Semester
BAKEC TOPPER ASTER FLOWERS,Food,36 EA/BOX,04/01/25-04/30/25,0,Spring Semester
BAKEC TOPPER AUTUMN FRIENDS,Food,108 EA/CS,04/01/25-04/30/25,0,Spring Semester
"BAKEC TOPPER BLK GRAD HAT 3""X1""",Food,3 EA/PACK,04/01/25-04/30/25,0,Spring Semester
"BAKEC TOPPER BLK GRAD HAT SMALL 1.5""",Food,16 EA/CS,04/01/25-04/30/25,0,Spring Semester
"BAKEC TOPPER BUMBLE BEE 1""",Food,176 EA/CS,04/01/25-04/30/25,0,Spring Semester
BAKEC TOPPER DAINTY BESS FLOWER ASST,Food,128 EA/BOX,04/01/25-04/30/25,0,Spring Semester
"BAKEC TOPPER FALL LEAF ASST 1""",Food,188 EA/BOX,04/01/25-04/30/25,0,Spring Semester
BAKEC TOPPER FLAGS USA ASST,Food,74 EA/CS,04/01/25-04/30/25,0,Spring Semester
BAKEC TOPPER FLOWER BUTTON ASST,Food,100 EA/CS,04/01/25-04/30/25,0,Spring Semester
"BAKEC TOPPER FLOWER MINI ASST 3/4""",Food,200 EA/CS,04/01/25-04/30/25,0,Spring Semester
BAKEC TOPPER FLOWER POWER ASST,Food,216 EA/CS,04/01/25-04/30/25,0,Spring Semester
"BAKEC TOPPER GHOST BUDDIES 1""",Food,108 EA/CS,04/01/25-04/30/25,0,Spring Semester
BAKEC TOPPER GOLD PEARLS,Food,2 LB/JAR,04/01/25-04/30/25,0,Spring Semester
BAKEC TOPPER GOOD LUCK ASST,Food,108 EA/CS,04/01/25-04/30/25,0,Spring Semester
"BAKEC TOPPER ITSY SPIDER 1""",Food,144 EA/CS,04/01/25-04/30/25,0,Spring Semester
"BAKEC TOPPER LADY BUG .75""",Food,176 EA/CS,04/01/25-04/30/25,0,Spring Semester
