Item Name,Item Category,Pack,Period,Quantity Used,PSU Semester
SOUP BASE CHICKEN KOSHER,Food,12-1#/CS,06/24/25-07/31/25,0,Summer Semester
SOUP BASE GF BEEF,Food,6-1#/CS,06/24/25-07/31/25,7,Summer Semester
SOUP BASE GF CHIX,Food,6-1#/CS,06/24/25-07/31/25,13,Summer Semester
SOUP BASE GF CLAM,Food,6-1#JAR/CS,06/24/25-07/31/25,0,Summer Semester
SOUP BASE GF TURKEY,Food,6-1#/CS,06/24/25-07/31/25,0,Summer Semester
SOUP BASE GF VEG GOLDEN,Food,6-16 OZ/CS,06/24/25-07/31/25,13,Summer Semester
SOUP TOMATO,Food,12-50 OZ/CS,06/24/25-07/31/25,12,Summer Semester
SOYMILK 32OZ REG,Food,12-32 OZ/CS,06/24/25-07/31/25,11,Summer Semester
SOYMILK 32OZ VANILLA,Food,12-32 OZ/CS,06/24/25-07/31/25,3,Summer Semester
SPICE ALLSPICE GROUND KOSHER,Food,6 CNTR/CS,06/24/25-07/31/25,0,Summer Semester
SPICE BASIL LEAVES KOSHER,Food,3-22OZ/CS,06/24/25-07/31/25,2,Summer Semester
SPICE BAY LEAVES GROUND,Food,*6-14OZ/CS,06/24/25-07/31/25,0,Summer Semester
SPICE BAY LEAVES WHL KOSHER,Food,6 CNTR/CS,06/24/25-07/31/25,0,Summer Semester
SPICE CAJUN SEASONING KOSHER,Food,6-18OZ/CS,06/24/25-07/31/25,5,Summer Semester
SPICE CARDAMOM GROUND KOSHER,Food,* 6 CNTR/CS,06/24/25-07/31/25,1,Summer Semester
SPICE CARIBBEAN JERK KOSHER,Food,6-18OZ/CS,06/24/25-07/31/25,1,Summer Semester
SPICE CELERY SALT,Food,6 CNTR/CS,06/24/25-07/31/25,0,Summer Semester
SPICE CELERY SEED KOSHER,Food,6-16OZ/CS,06/24/25-07/31/25,0,Summer Semester
SPICE CHILI POWDER DARK,Food,3-5.5#/CS,06/24/25-07/31/25,2,Summer Semester
SPICE CHINESE FIVE SPICE,Food,6-16OZ/CS,06/24/25-07/31/25,0,Summer Semester
SPICE CHIVES DRIED,Food,6-1.35OZ/CS,06/24/25-07/31/25,0,Summer Semester
SPICE CINNAMON,Food,6 CNTR/CS,06/24/25-07/31/25,0,Summer Semester
SPICE CINNAMON STICKS,Food,6 CNTR/CS,06/24/25-07/31/25,0,Summer Semester
SPICE CLOVES GROUND KOSHER,Food,6 CNTR/CS,06/24/25-07/31/25,0,Summer Semester
SPICE CLOVES WHL,Food,6 CNTR/CS,06/24/25-07/31/25,0,Summer Semester
SPICE CORIANDER GROUND KOSHER,Food,6-14OZ/CS,06/24/25-07/31/25,2,Summer Semester
SPICE CUMIN SEED GROUND KOSHER,Food,6-14OZ/CS,06/24/25-07/31/25,6,Summer Semester
SPICE CURRY POWDER KOSHER,Food,6-16OZ/CS,06/24/25-07/31/25,1,Summer Semester
SPICE DILL WEED KOSHER,Food,6-5OZ/CS,06/24/25-07/31/25,0,Summer Semester
SPICE FENNEL SEEDS,Food,6 CNTR/CS,06/24/25-07/31/25,0,Summer Semester
SPICE FENUGREEK POWDER,Food,*20-7OZ/CASE,06/24/25-07/31/25,0,Summer Semester
SPICE GARLIC POWDER KOSHER,Food,6-21 OZ/CS,06/24/25-07/31/25,5,Summer Semester
SPICE GARLIC SALT KOSHER,Food,6-CNTR/CS,06/24/25-07/31/25,3,Summer Semester
SPICE GINGER GROUND KOSHER,Food,6 CNTR/CS,06/24/25-07/31/25,0,Summer Semester
SPICE LEMON PEPPER,Food,6 CNTR/CS,06/24/25-07/31/25,1,Summer Semester
SPICE MALT VINEGAR POWDER,Food,*6 CNTR/CS,06/24/25-07/31/25,0,Summer Semester
SPICE MARJORAM LEAVES KOSHER,Food,6 CNTR/CS,06/24/25-07/31/25,2,Summer Semester
SPICE MESQUITE BBQ,Food,6 CNTR/CASE,06/24/25-07/31/25,0,Summer Semester
SPICE MUSTARD DRY KOSHER,Food,6-16 OZ/CS,06/24/25-07/31/25,1,Summer Semester
SPICE NUTMEG GROUND KOSHER,Food,6 CNTR/CS,06/24/25-07/31/25,0,Summer Semester
SPICE OLD BAY SEASONING 24OZ,Food,6-24 OZ/CS,06/24/25-07/31/25,1,Summer Semester
SPICE ONION POWDER KOSHER,Food,6-20 OZ/CS,06/24/25-07/31/25,2,Summer Semester
SPICE ONION SALT,Food,6 CNTR/CS,06/24/25-07/31/25,0,Summer Semester
SPICE OREGANO WHL KOSHER,Food,3 CNTR/CASE,06/24/25-07/31/25,2,Summer Semester
SPICE PAPRIKA GROUND KOSHER,Food,6 CNTR/CS,06/24/25-07/31/25,3,Summer Semester
SPICE PAPRIKA HUNGARIAN,Food,6 CNTR/CS,06/24/25-07/31/25,1,Summer Semester
SPICE PAPRIKA SMOKED KOSHER,Food,6 CNTR/CS,06/24/25-07/31/25,1,Summer Semester
SPICE PARSLEY FLAKES KOSHER,Food,* 4 CNTR/CS,06/24/25-07/31/25,1,Summer Semester
SPICE PEPPER BLACK COARSE GRIND,Food,6 CNTR/CS,06/24/25-07/31/25,0,Summer Semester
SPICE PEPPER BLACK CRACKED,Food,6-16OZ/CS,06/24/25-07/31/25,1,Summer Semester
SPICE PEPPER BLACK GROUND KOSHER,Food,3-5#/CS,06/24/25-07/31/25,3,Summer Semester
SPICE PEPPER CAYENNE KOSHER,Food,6 CNTR/CS,06/24/25-07/31/25,3,Summer Semester
SPICE PEPPER CHILE CPTL KOSHER,Food,6 CNTR/CS,06/24/25-07/31/25,1,Summer Semester
SPICE PEPPER RED CRUSHED KOSHER,Food,6-13 OZ/CS,06/24/25-07/31/25,4,Summer Semester
SPICE PEPPER WHIT GROUND KOSHER,Food,6 CNTR/CS,06/24/25-07/31/25,1,Summer Semester
SPICE PEPPERCORN BLACK WHL KOSHER,Food,6 CNTR/CS,06/24/25-07/31/25,1,Summer Semester
SPICE POULTRY SEASONING KOSHER,Food,6 CNTR/CS,06/24/25-07/31/25,0,Summer Semester
SPICE ROSEMARY WHL,Food,6OZ CNTR/CS,06/24/25-07/31/25,1,Summer Semester
SPICE SAGE GROUND DALMATION,Food,6-11 OZ/CS,06/24/25-07/31/25,0,Summer Semester
SPICE SALT COOKING,Food,50#/BG,06/24/25-07/31/25,11,Summer Semester
SPICE SALT KOSHER,Food,12-3#/CASE,06/24/25-07/31/25,8,Summer Semester
SPICE SESAME SEED BLACK,Food,6 CNTR/CS,06/24/25-07/31/25,0,Summer Semester
SPICE SESAME SEED WHIT,Food,6-16 OZ/CS,06/24/25-07/31/25,0,Summer Semester
SPICE SHICHIMI TOGARASHI (NANAMI),Food,1 LB/BAG,06/24/25-07/31/25,4,Summer Semester
SPICE TACO SEASONING,Food,5 LB/BOX,06/24/25-07/31/25,29,Summer Semester
SPICE TARRAGON LEAVES,Food,6 CNTR/CS,06/24/25-07/31/25,0,Summer Semester
SPICE THYME GROUND,Food,6-11OZ CNTR/CS,06/24/25-07/31/25,0,Summer Semester
SPICE THYME LEAVES KOSHER,Food,6-6 OZ/CS,06/24/25-07/31/25,2,Summer Semester
SPICE TURMERIC GROUND KOSHER,Food,6 CNTR/CS,06/24/25-07/31/25,1,Summer Semester
SPREAD SUNBUTTER CREAMY,Food,6-16OZ/CS,06/24/25-07/31/25,8,Summer Semester
STB 701 TABLETS,Food,100 EA/BX,06/24/25-07/31/25,3,Summer Semester
STB ALMOND MILK UNFLAVORED,Food,8-64 OZ/CS,06/24/25-07/31/25,15,Summer Semester
STB BASE CREME FRAPPUCCINO,Food,4-63OZ/CASE,06/24/25-07/31/25,4,Summer Semester
STB BASE SYRUP FRAPPUCCINO,Food,4-63OZ/CASE,06/24/25-07/31/25,4,Summer Semester
STB BEV BASE MANGO DRAGONFRUIT,Food,6-1LTR/CS,06/24/25-07/31/25,21,Summer Semester
STB BEV BASE STRAWBERRY ACAI,Food,6-1LTR/CS,06/24/25-07/31/25,76,Summer Semester
STB CHIPS FRAPPUCINO,Food,6-1# BAGS/CS,06/24/25-07/31/25,2,Summer Semester
STB COCONUT MILK,Food,8-64 OZ/CS,06/24/25-07/31/25,21,Summer Semester
STB COFFEE COLD BREW CONCENTRATE,Food,6-32 OZ/CS,06/24/25-07/31/25,30,Summer Semester
STB COFFEE DCF PIKE PLACE 5OZ,Food,32-5 OZ/CS,06/24/25-07/31/25,5,Summer Semester
STB COFFEE PIKE PLACE 5OZ,Food,32-5 OZ/CS,06/24/25-07/31/25,17,Summer Semester
STB COFFEE PIKE PLACE 9OZ,Food,28-9 OZ/CS,06/24/25-07/31/25,12,Summer Semester
STB COFFEE SUNSERA 5OZ,Food,32-5 OZ/CS,06/24/25-07/31/25,0,Summer Semester
STB COFFEE SUNSERA 9OZ,Food,28-9 OZ/CS,06/24/25-07/31/25,0,Summer Semester
STB COFFEE VERANDA 5OZ,Food,32-5 OZ/CS,06/24/25-07/31/25,12,Summer Semester
STB COFFEE VERANDA 9OZ,Food,28-9 OZ/CS,06/24/25-07/31/25,22,Summer Semester
STB COFFEE VERONA 5OZ,Food,32-5 OZ/CS,06/24/25-07/31/25,3,Summer Semester
STB COFFEE WB ESPRESSO 5LB,Food,4-5 LB/CS,06/24/25-07/31/25,24,Summer Semester
STB CUP COLD 12OZ,Supply,1060 EA/CS,06/24/25-07/31/25,0,Summer Semester
STB CUP COLD 16OZ,Supply,1000 EA/CS,06/24/25-07/31/25,10,Summer Semester
STB CUP COLD 26OZ,Supply,600 EA/CS,06/24/25-07/31/25,28,Summer Semester
STB CUP HOT 12OZ,Supply,920 EA/CS,06/24/25-07/31/25,37,Summer Semester
STB CUP HOT 16OZ,Supply,920 EA/CS,06/24/25-07/31/25,4,Summer Semester
STB CUP HOT 20OZ,Supply,645 EA/CS,06/24/25-07/31/25,3,Summer Semester
STB CUP HOT 8OZ,Supply,660 EA/CS,06/24/25-07/31/25,5,Summer Semester
STB CUP HOT SLEEVE 12/16/20,Supply,1380/case,06/24/25-07/31/25,1,Summer Semester
STB EXTRACT FRAPPUCCINO RST,Food,24-2 OZ/CS,06/24/25-07/31/25,4,Summer Semester
STB FRU DRIED DRAGONFRUIT,Food,12-75 GM/CS,06/24/25-07/31/25,14,Summer Semester
STB FRU DRIED STRAWBERRY,Food,12-50 GM/CS,06/24/25-07/31/25,28,Summer Semester
STB ICED COFFEE BLEND 9OZ,Food,28-9 OZ/CS,06/24/25-07/31/25,5,Summer Semester
STB LEMONADE 48OZ,Food,6 EA/CS,06/24/25-07/31/25,71,Summer Semester
STB LID 12/16/26OZ COLD STRAWLESS,Food,1000 EA/CS,06/24/25-07/31/25,19,Summer Semester
STB LID CUP HOT 8OZ,Supply,780 EA/CS,06/24/25-07/31/25,2,Summer Semester
STB LID DOME W/ HOLE 12/16/26OZ,Food,1000 EA/CS,06/24/25-07/31/25,0,Summer Semester
STB MATCHA POWDER,Food,6-100G/CS,06/24/25-07/31/25,5,Summer Semester
STB OATMILK BARISTA,Food,8-64 OZ CS,06/24/25-07/31/25,47,Summer Semester
STB SAUCE CARAMEL,Food,4-63OZ/CS,06/24/25-07/31/25,5,Summer Semester
STB SAUCE CHOCOLATE BITTERSWEET,Food,4-63OZ/CS,06/24/25-07/31/25,12,Summer Semester
STB SAUCE WHITE CHOCOLATE,Food,4-63OZ/CS,06/24/25-07/31/25,9,Summer Semester
STB SOY MILK VANILLA,Food,8-64 OZ/CS,06/24/25-07/31/25,6,Summer Semester
STB SYRUP BROWN SUGAR,Food,*6-1LTR/CS,06/24/25-07/31/25,8,Summer Semester
STB SYRUP HAZELNUT,Food,*6-LTR/CS,06/24/25-07/31/25,0,Summer Semester
STEAMED BUN,Food,6-24 EA/CS,06/24/25-07/31/25,4,Summer Semester
"STIRRER WOODEN 7.5""",Food,10-500 EA/CS,06/24/25-07/31/25,2,Summer Semester
"STRAW 1/2"" DIAMETER FOR BUBBLE TEA",Food,2250 EA/CS,06/24/25-07/31/25,0,Summer Semester
"STRAW PLSTC JUMBO 7.75""",Food,24-500EA/CS,06/24/25-07/31/25,6,Summer Semester
SUGAR BROWN #8 LT,Food,50 LB/BG,06/24/25-07/31/25,57,Summer Semester
SUGAR BROWN LT 1LB KOSHER,Food,24-1#/CS,06/24/25-07/31/25,3,Summer Semester
SUGAR GRANULATED KOSHER,Food,50 LB/BG,06/24/25-07/31/25,766,Summer Semester
SUZIE WONG CAKE CHOCOLATE TOFU,Food,EACH,06/24/25-07/31/25,0,Summer Semester
SWEATSHIRT QT ZIP NAVY 2XLARGE,Food,EACH,06/24/25-07/31/25,0,Summer Semester
SWEATSHIRT QT ZIP NAVY 3XLARGE,Food,EACH,06/24/25-07/31/25,0,Summer Semester
SWEATSHIRT QT ZIP NAVY LARGE,Food,EACH,06/24/25-07/31/25,2,Summer Semester
SWEATSHIRT QT ZIP NAVY MEDIUM,Food,EACH,06/24/25-07/31/25,0,Summer Semester
SWEATSHIRT QT ZIP NAVY SMALL,Food,EACH,06/24/25-07/31/25,0,Summer Semester
SWEATSHIRT QT ZIP NAVY XLARGE,Food,EACH,06/24/25-07/31/25,0,Summer Semester
SYRUP COFFEE CARAMEL,Food,*4-LTR/CS,06/24/25-07/31/25,18,Summer Semester
SYRUP COFFEE CLASSIC,Food,*4-LTR/CS,06/24/25-07/31/25,22,Summer Semester
SYRUP COFFEE SF VAN,Food,*4-LTR/CS,06/24/25-07/31/25,16,Summer Semester
SYRUP COFFEE VANILLA,Food,*4-LTR/CS,06/24/25-07/31/25,45,Summer Semester
SYRUP TABLE,Food,4-1 GAL/CS,06/24/25-07/31/25,30,Summer Semester
TAHINI PASTE,Food,12 JARS/CS,06/24/25-07/31/25,5,Summer Semester
TEA CONC TEAV CHAI NONSWT,Food,12-32 OZ/CS,06/24/25-07/31/25,29,Summer Semester
TEA TEAV BLACK ICED 1.25OZ,Food,20-1.25OZ/CS,06/24/25-07/31/25,22,Summer Semester
TEA TEAV CHAI CLASSIC,Food,6-24 EA/CS,06/24/25-07/31/25,5,Summer Semester
TEA TEAV CHAMOMILE BLUSH,Food,6-24 EA/CS,06/24/25-07/31/25,5,Summer Semester
TEA TEAV ENGLISH BREAKFAST,Food,6-24 EA/CS,06/24/25-07/31/25,7,Summer Semester
TEA TEAV GINGER PEACH GREEN,Food,6-24 EA/CS,06/24/25-07/31/25,7,Summer Semester
TEA TEAV GREEN (ZEN) ICED 1.25OZ,Food,24-1.25 OZ/CS,06/24/25-07/31/25,3,Summer Semester
TEA TEAV HARMONIC MINT,Food,6-24 EA/CS,06/24/25-07/31/25,7,Summer Semester
TEA TEAV MODERN EARL GREY,Food,6-24 EA/CS,06/24/25-07/31/25,6,Summer Semester
TEA TEAV PASSION ICED,Food,24-1 OZ/CS,06/24/25-07/31/25,6,Summer Semester
TEA TEAV RADIANT GREEN,Food,6-24EA/CS,06/24/25-07/31/25,6,Summer Semester
"TOOTHPICKS 4"" FRILLED",Food,*10/1000 EA/CS,06/24/25-07/31/25,0,Summer Semester
TOPPING CHOC WAFER COOKIE PIECES,Food,30 LB/CS,06/24/25-07/31/25,3,Summer Semester
TOPPING HERSHEY'S FUDGE,Food,4-48 OZ/CS,06/24/25-07/31/25,2,Summer Semester
TOPPING REESES PB CUP STIR IN,Supply,4-5#/CASE,06/24/25-07/31/25,0,Summer Semester
TOPPING SYRUP CARAMEL,Food,4-48OZ/CASE,06/24/25-07/31/25,5,Summer Semester
TOPPING SYRUP CHOCOLATE,Food,6-7.5 LB/CS,06/24/25-07/31/25,0,Summer Semester
TOPPING WHIP BASE FZN,Food,4-8.5#/CS,06/24/25-07/31/25,0,Summer Semester
"TORTILLA CORN 6""",Food,6-90BG/CS,06/24/25-07/31/25,0,Summer Semester
"TORTILLA CORN BLUE 6""",Food,12-60 EA/CS,06/24/25-07/31/25,1,Summer Semester
"TORTILLA CORN WHIT 4.5"" KOSHER",Food,6-50 CT/CS,06/24/25-07/31/25,2,Summer Semester
"TORTILLA FLOUR 6""",Food,24-12 EA/CS,06/24/25-07/31/25,27,Summer Semester
"TORTILLA FLOUR 8""",Food,12 DOZ/CS,06/24/25-07/31/25,22,Summer Semester
"TORTILLA TOSTADA 5.5""",Food,200 EA/CS,06/24/25-07/31/25,0,Summer Semester
TRAVELER COFFEE 96OZ,Food,25 EA/CS,06/24/25-07/31/25,0,Summer Semester
"TRAY CATERWARE 12"" BLACK",Food,25/CS,06/24/25-07/31/25,4,Summer Semester
"TRAY CATERWARE 16"" BLACK",Food,25/CS,06/24/25-07/31/25,0,Summer Semester
"TRAY CATERWARE 18"" BLACK",Food,25/CS,06/24/25-07/31/25,0,Summer Semester
TRAY FOOD 1# PAPER COMPOST,Supply,1000/CASE,06/24/25-07/31/25,9,Summer Semester
TRAY FOOD 1/2# COMPOST,Food,1000/CS,06/24/25-07/31/25,1,Summer Semester
TRAY FOOD 2# PAPER COMPOST,Supply,1000/CASE,06/24/25-07/31/25,4,Summer Semester
TRAY FOOD 3# PAPER COMPOST,Supply,500 EA/CS,06/24/25-07/31/25,3,Summer Semester
TRAY FOOD 5# PAPER C0MPOST,Supply,500 EA/CS,06/24/25-07/31/25,0,Summer Semester
TURKEY BACON LAYOUT,Food,CATCH WGT/#,06/24/25-07/31/25,30,Summer Semester
TURKEY BRST RAW BNLS,Food,CATCH WGT/#,06/24/25-07/31/25,1633,Summer Semester
TURKEY BURGERS 4OZ,Food,CATCH WGT/#,06/24/25-07/31/25,520,Summer Semester
TURKEY GROUND 90-10/93-7,Food,CATCH WGT/#,06/24/25-07/31/25,140,Summer Semester
TURKEY SAUSAGE PATTY RAW 2OZ,Food,10#/CASE,06/24/25-07/31/25,43,Summer Semester
TURKEY WHL 20-24LB,Food,CATCH WGT/#,06/24/25-07/31/25,0,Summer Semester
VEG ARTICHOKE HEARTS,Food,6-3 KG/CS,06/24/25-07/31/25,5,Summer Semester
VEG BAMBOO SHOOTS,Food,6-#10CN/CS,06/24/25-07/31/25,2,Summer Semester
VEG BEANS BAKED VGTN,Food,6-10CN/CASE,06/24/25-07/31/25,1,Summer Semester
VEG BEANS BLACK KOSHER,Food,6-#10CN/CS,06/24/25-07/31/25,70,Summer Semester
VEG BEANS GREAT NORTHERN,Food,6/10 CN,06/24/25-07/31/25,9,Summer Semester
VEG BEANS PINTO,Food,6-#10CN/CASE,06/24/25-07/31/25,9,Summer Semester
VEG BEANS RED,Food,6-10CN/CASE,06/24/25-07/31/25,4,Summer Semester
VEG BEANS RED KIDNEY,Food,6/10 CN,06/24/25-07/31/25,8,Summer Semester
VEG BEANS REFRIED,Food,6 #10CN/CASE,06/24/25-07/31/25,16,Summer Semester
VEG BEETS SLCD,Food,6-10 CN/CS,06/24/25-07/31/25,3,Summer Semester
VEG CHESTNUTS WATER SLCD,Food,6-#10 CN/CS,06/24/25-07/31/25,6,Summer Semester
VEG CORN EARS WHL BABY,Food,6-#10cn/case,06/24/25-07/31/25,6,Summer Semester
VEG FZN BEANS GREEN WHL,Food,12-2#/CASE,06/24/25-07/31/25,46,Summer Semester
VEG FZN BLEND ANTIGUA,Food,8-3#/CASE,06/24/25-07/31/25,28,Summer Semester
VEG FZN BLEND ITALIAN,Food,12-2#/CS,06/24/25-07/31/25,15,Summer Semester
VEG FZN BLEND WHL BEAN CARROT,Food,12-2 LB/CS,06/24/25-07/31/25,17,Summer Semester
VEG FZN CARROTS WHL BABY,Food,12-2#/CASE,06/24/25-07/31/25,10,Summer Semester
VEG FZN CORN WHL KERNEL YELLOW,Food,12-2.5 LB/CS,06/24/25-07/31/25,68,Summer Semester
VEG FZN EDAMAME,Food,6-2.5 LB/CS,06/24/25-07/31/25,25,Summer Semester
VEG FZN F/F POT SWT WIDE,Food,6-2.5#/CS,06/24/25-07/31/25,40,Summer Semester
VEG FZN MIXED,Food,12-2.5 LB/CS,06/24/25-07/31/25,8,Summer Semester
VEG FZN ONION RING NAT CUT,Food,4-2.5 LB/CS,06/24/25-07/31/25,9,Summer Semester
VEG FZN PEAS,Food,12-2.5#/CS,06/24/25-07/31/25,17,Summer Semester
VEG FZN PEAS SUGAR SNAP,Food,12-2#/CASE,06/24/25-07/31/25,5,Summer Semester
VEG FZN POT CHIPS,Food,6-5 LB/CS,06/24/25-07/31/25,31,Summer Semester
VEG FZN POT F/F COLOSSAL CRISP,Food,6-5#/CS,06/24/25-07/31/25,190,Summer Semester
VEG FZN POT F/F CRISS CUT,Food,6-4.5#/CS,06/24/25-07/31/25,6,Summer Semester
VEG FZN POT F/F HASH BROWN SHRD,Food,6-3#/CS,06/24/25-07/31/25,50,Summer Semester
VEG FZN POT F/F PATTY,Food,120 EA/CS,06/24/25-07/31/25,42,Summer Semester
VEG FZN POT F/F SEASONED TWIST,Food,6-4#/CASE,06/24/25-07/31/25,118,Summer Semester
VEG FZN POT F/F SIDEWINDERS,Food,6-4#/CS,06/24/25-07/31/25,0,Summer Semester
VEG FZN POT F/F STK,Food,6-5 LB PKG,06/24/25-07/31/25,5,Summer Semester
VEG FZN POT F/F TATER TOTS,Food,6-5#/CASE,06/24/25-07/31/25,100,Summer Semester
VEG FZN POT F/F TRIM,Food,6-5#/CASE,06/24/25-07/31/25,135,Summer Semester
VEG FZN POT FRIES COATED KOSHER,Food,6-4.5 #/CS,06/24/25-07/31/25,0,Summer Semester
VEG FZN SPINACH LEAF IQF,Food,20 LB/CS,06/24/25-07/31/25,1,Summer Semester
VEG LENTILS DRIED KOSHER,Food,20LB/CASE,06/24/25-07/31/25,1,Summer Semester
VEG PALM HEART WHL,Food,12-28 OZ/CS,06/24/25-07/31/25,2,Summer Semester
VEG PEAS BLACKEYE,Food,6-CANS/CS,06/24/25-07/31/25,1,Summer Semester
VEG PEAS CHICK,Food,6/10 CN,06/24/25-07/31/25,50,Summer Semester
VEG PEAS PIGEON GREEN,Food,12-29OZ/CASE,06/24/25-07/31/25,2,Summer Semester
VEG PEAS SPLIT YELLOW DRY,Food,24#/CS,06/24/25-07/31/25,3,Summer Semester
VEG PEPPERS RED SLCD RSTD,Food,6-#10 CN/CS,06/24/25-07/31/25,6,Summer Semester
VEG PEPPERS RSTD,Food,6-#10CN/CASE,06/24/25-07/31/25,3,Summer Semester
VEG POT GRANULES/PEARLS,Food,6-3.24 LB/CS,06/24/25-07/31/25,10,Summer Semester
VEG POT SCALLOPED MIX DRY,Food,12-20.35OZ,06/24/25-07/31/25,10,Summer Semester
VEG SAUERKRAUT,Food,6/10 CN,06/24/25-07/31/25,4,Summer Semester
VEG TOMATO CRUSHED CONC,Food,6/10 CN,06/24/25-07/31/25,15,Summer Semester
VEG TOMATO DICED IN JUICE KOSHER,Food,6/10 CN,06/24/25-07/31/25,36,Summer Semester
VEG TOMATO PASTE,Food,6/10 CN,06/24/25-07/31/25,4,Summer Semester
VEG TOMATO PUREE KOSHER,Food,6/10 CN,06/24/25-07/31/25,9,Summer Semester
VEGAN MAYO,Food,4-1 GAL/CS,06/24/25-07/31/25,7,Summer Semester
VEGAN PATTY 4OZ BEYOND BURGER,Food,40/4OZ/CS,06/24/25-07/31/25,2,Summer Semester
VEGAN PATTY BURGER,Food,48EA/CS,06/24/25-07/31/25,34,Summer Semester
VGTN BULGOGI BEEF SOY BASED,Food,10-2.2 LB/CS,06/24/25-07/31/25,5,Summer Semester
VGTN BURGER CRUMBLES,Food,10 LB/CS,06/24/25-07/31/25,24,Summer Semester
VGTN CHIX TENDER INCOGMEATO,Food,10#/CS,06/24/25-07/31/25,0,Summer Semester
VGTN PATTY BLK BEAN 3.3OZ,Food,48 EA/CASE,06/24/25-07/31/25,6,Summer Semester
VINEGAR BALSAMIC,Food,*2-5LTR/CS,06/24/25-07/31/25,3,Summer Semester
VINEGAR BALSAMIC KOSHER,Food,2-5L/CS,06/24/25-07/31/25,1,Summer Semester
VINEGAR BALSAMIC WHIT,Food,*2-5LTR/CS,06/24/25-07/31/25,0,Summer Semester
VINEGAR CIDER,Food,4 GAL/CS,06/24/25-07/31/25,12,Summer Semester
VINEGAR RED WINE,Food,4 GAL/CS,06/24/25-07/31/25,8,Summer Semester
VINEGAR RED WINE KOSHER,Food,4-1 GAL/CS,06/24/25-07/31/25,1,Summer Semester
VINEGAR RICE UNSEASONED KOSHER,Food,4-1GAL/CS,06/24/25-07/31/25,9,Summer Semester
VINEGAR WHIT DISTILLED KOSHER,Food,*4-1GAL/CS,06/24/25-07/31/25,6,Summer Semester
WASABI POWDER,Food,*12-16OZ/CS,06/24/25-07/31/25,0,Summer Semester
WATER FLAV MANGO,Food,3-3 L/CS,06/24/25-07/31/25,10,Summer Semester
WATER FLAV STRAWB KIWI,Food,3-3 L/CS,06/24/25-07/31/25,4,Summer Semester
WINEM FOXPOINT BLUSH HAPVAL,Food,750 ML,06/24/25-07/31/25,0,Summer Semester
WINEM SPARK KORBEL BRUT CHAMP,Food,750 ML,06/24/25-07/31/25,0,Summer Semester
WINEM WHITE ZIN BERIN,Food,750 ML,06/24/25-07/31/25,0,Summer Semester
WINER APPALACHIA RED HAPVAL,Food,750 ML,06/24/25-07/31/25,0,Summer Semester
WINER CAB SAUV NOR CST WMHILL,Food,750 ML,06/24/25-07/31/25,0,Summer Semester
WINER CAB SAUV PS RMON,Food,750 ML,06/24/25-07/31/25,0,Summer Semester
WINER CHAMBOURCIN CLOV HILL,Food,750 ML,06/24/25-07/31/25,0,Summer Semester
WINER HAPPY VALLEY RED HAPVAL,Food,750 ML,06/24/25-07/31/25,0,Summer Semester
WINER MALBEC TRAPICHE,Food,750 ML,06/24/25-07/31/25,0,Summer Semester
WINER MERLOT BLACKSTONE,Food,750 ML,06/24/25-07/31/25,0,Summer Semester
WINER MERLOT CLOS BOIS,Food,750 ML,06/24/25-07/31/25,0,Summer Semester
WINER MERLOT PS CEN CST RMON,Food,750 ML,06/24/25-07/31/25,0,Summer Semester
WINER PIN NOIR CARN ACACIA,Food,750 ML,06/24/25-07/31/25,0,Summer Semester
WINER PIN NOIR CHAT ST JEAN,Food,750 ML,06/24/25-07/31/25,0,Summer Semester
WINER PIN NOIR CLOS BOIS,Food,750 ML,06/24/25-07/31/25,0,Summer Semester
WINER RMON MALBEC PRIV SEL,Food,750 ML,06/24/25-07/31/25,0,Summer Semester
WINER SHIRAZ BLK OPAL,Food,750 ML,06/24/25-07/31/25,0,Summer Semester
WINER SHIRAZ CAB JAC CRK,Food,750 ML,06/24/25-07/31/25,0,Summer Semester
WINER THREE SISTER HAPVAL,Food,750 ML,06/24/25-07/31/25,0,Summer Semester
WINER TRUMPETER MALBEC RESERVE,Food,750 ML,06/24/25-07/31/25,0,Summer Semester
WINEW CAYUGA DRY HAPVAL,Food,750 ML,06/24/25-07/31/25,0,Summer Semester
WINEW CHARD CALIF WMHILL,Food,750 ML,06/24/25-07/31/25,0,Summer Semester
WINEW CHARD NAPA WMHILL,Food,750 ML,06/24/25-07/31/25,0,Summer Semester
WINEW CHARD REG CLOS BOIS,Food,750 ML,06/24/25-07/31/25,0,Summer Semester
WINEW FUME BLANC FERR CARA,Food,750 ML,06/24/25-07/31/25,0,Summer Semester
WINEW LOHR RIVER CHARD ARROYO SECO,Food,750 ML,06/24/25-07/31/25,0,Summer Semester
WINEW PIN GRIG PS RMON,Food,750 ML,06/24/25-07/31/25,0,Summer Semester
WINEW SAUV BLANC CA WMHILL ESTATE,Food,750 ML,06/24/25-07/31/25,0,Summer Semester
WINEW SAUV BLANC PS RMON,Food,750 ML,06/24/25-07/31/25,0,Summer Semester
WINEW SAUV BLANC VR KEN JACK,Food,750 ML,06/24/25-07/31/25,0,Summer Semester
WINEW SAUV BLANC WHITEHAVEN MARLBOROUGH,Food,750 ML,06/24/25-07/31/25,0,Summer Semester
WINEW TRAMINETTE HAPVAL,Food,750 ML,06/24/25-07/31/25,0,Summer Semester
